Case number,Block,IUCR,Location Description,Beat,Ward,FBI Code,Hour,Weekday,Monthday,Month,Violent
HH389175,108XX S AVENUE G,041B,RESIDENCE PORCH/HALLWAY,0432,10,04B,16,2,22,5,0
HH377089,070XX S ASHLAND AVE,031A,STREET,0734,17,03,23,3,16,5,0
HH390501,033XX W ROOSEVELT RD,031A,PARKING LOT/GARAGE(NON.RESID.),1021,24,03,6,3,23,5,0
HH363403,019XX S SPRINGFIELD AVE,041A,RESIDENCE,1014,24,04B,20,4,10,5,0
HH390279,115XX S THROOP ST,041A,STREET,0524,34,04B,3,3,23,5,0
HH385307,079XX S AVALON AVE,031A,SIDEWALK,0411,8,03,18,0,20,5,0
HH387339,006XX W DIVISION ST,041A,CHA HALLWAY/STAIRWELL/ELEVATOR,1822,27,04B,18,1,21,5,0
HH389836,003XX W 24TH PL,051A,STREET,2111,25,04A,20,2,22,5,0
HH387952,022XX S STATE ST,031A,STREET,0134,3,03,0,2,22,5,0
HH389928,042XX W CERMAK RD,051A,STREET,1013,22,04A,21,2,22,5,0
HH389679,022XX S WESTERN AVE,051A,PARKING LOT/GARAGE(NON.RESID.),1034,25,04A,19,2,22,5,0
HH390330,109XX S VERNON AVE,031A,ALLEY,0513,9,03,3,3,23,5,0
HH390316,0000X E 113TH PL,031A,SIDEWALK,0531,9,03,4,3,23,5,0
HH389658,025XX W JACKSON BLVD,041A,CHA PARKING LOT/GROUNDS,1125,2,04B,19,2,22,5,0
HH390269,030XX W MADISON ST,031A,PARKING LOT/GARAGE(NON.RESID.),1331,2,03,2,3,23,5,0
HH384130,039XX W FLOURNOY ST,031A,VEHICLE NON-COMMERCIAL,1132,24,03,12,0,20,5,0
HH384739,035XX W VAN BUREN ST,031A,STREET,1133,28,03,16,0,20,5,0
HH389236,051XX S DR MARTIN LUTHER KING JR DR,041A,PARKING LOT/GARAGE(NON.RESID.),0234,3,04B,16,2,22,5,0
HH383074,040XX W GLADYS AVE,041A,STREET,1132,24,04B,21,6,19,5,0
HH387748,043XX W VAN BUREN ST,031A,SIDEWALK,1131,24,03,21,1,21,5,0
HH389957,012XX N SPRINGFIELD AVE,031A,STREET,2535,27,03,22,2,22,5,0
HH480796,004XX N ORLEANS ST,031A,STREET,1831,42,03,5,5,29,6,0
HH392398,017XX N MAJOR AVE,1020,VEHICLE NON-COMMERCIAL,2531,29,09,21,3,23,5,0
HH392291,055XX W CHICAGO AVE,1020,RESTAURANT,1524,37,09,22,3,23,5,0
HH379360,070XX S VINCENNES AVE,031A,SIDEWALK,0731,6,03,23,4,17,5,0
HH390931,061XX N KENMORE AVE,031A,RESIDENCE,2433,48,03,12,3,23,5,0
HH392142,001XX N WESTERN AVE,031A,CURRENCY EXCHANGE,1332,2,03,21,3,23,5,0
HH390109,054XX N KENMORE AVE,051A,PARKING LOT/GARAGE(NON.RESID.),2023,48,04A,22,2,22,5,0
HH379527,067XX S ABERDEEN ST,031A,STREET,0724,17,03,1,5,18,5,0
HH391049,107XX S YATES AVE,051A,CHA PARKING LOT/GROUNDS,0434,10,04A,12,3,23,5,0
HH391438,011XX W BRYN MAWR AVE,041A,STREET,2022,48,04B,15,3,23,5,0
HH391280,028XX W CERMAK RD,031A,STREET,1023,12,03,14,3,23,5,0
HH391262,039XX W ADDISON ST,041A,STREET,1732,30,04B,15,3,23,5,0
HH391636,078XX S INDIANA AVE,031A,STREET,0623,6,03,17,3,23,5,0
HH379724,072XX S EMERALD AVE,031A,STREET,0732,17,03,5,5,18,5,0
HH391125,051XX S PAULINA ST,051A,STREET,0932,16,04A,13,3,23,5,0
HH391639,077XX S MICHIGAN AVE,031A,ALLEY,0623,6,03,17,3,23,5,0
HH392110,046XX N KEYSTONE AVE,041A,ALLEY,1722,39,04B,21,3,23,5,0
HH391060,030XX W DIVERSEY AVE,031A,DELIVERY TRUCK,1411,35,03,13,6,5,5,0
HH391782,061XX S TROY ST,041B,SIDEWALK,0823,15,04B,18,3,23,5,0
HH392450,045XX S CALIFORNIA AVE,051A,STREET,0912,12,04A,1,4,24,5,0
HH392185,059XX S CALIFORNIA AVE,041A,PARKING LOT/GARAGE(NON.RESID.),0824,16,04B,21,3,23,5,0
HH391118,013XX W 51ST ST,033A,PARKING LOT/GARAGE(NON.RESID.),0933,16,03,13,3,23,5,0
HH392237,034XX N AVERS AVE,031A,STREET,1732,30,03,22,3,23,5,0
HH473650,061XX S MARSHFIELD AVE,041B,RESIDENCE PORCH/HALLWAY,0714,15,04B,14,4,28,6,0
HH385668,035XX W ARMITAGE AVE,051A,STREET,1413,26,04A,0,1,21,5,0
HH389036,068XX S RIDGELAND AVE,051A,PARK PROPERTY,0332,5,04A,14,2,22,5,0
HH389444,044XX W FULLERTON AVE,041A,SIDEWALK,2524,31,04B,17,2,22,5,0
HH392061,003XX W FULLERTON PKWY,031A,PARK PROPERTY,2333,43,03,20,3,23,5,0
HH391742,107XX S LAFAYETTE AVE,031A,ALLEY,0513,34,03,18,3,23,5,0
HH391307,069XX S PRAIRIE AVE,031A,SIDEWALK,0322,6,03,15,3,23,5,0
HH391535,087XX S COMMERCIAL AVE,041A,SIDEWALK,0423,10,04B,16,3,23,5,0
HH387560,019XX N DAYTON ST,051A,STREET,1813,43,04A,20,1,21,5,0
HH392377,0000X E 123RD ST,033B,ALLEY,0532,9,03,0,4,24,5,0
HH486031,021XX W DIVERSEY PKWY,041A,STREET,1913,1,04B,4,3,4,7,0
HH389972,098XX S EXCHANGE AVE,041A,ALLEY,0431,10,04B,21,2,22,5,0
HH391599,062XX S ST LAWRENCE AVE,041A,STREET,0313,20,04B,17,3,23,5,0
HH391389,015XX N SEDGWICK ST,031A,STREET,1821,43,03,15,3,23,5,0
HH392216,074XX S BLACKSTONE AVE,041A,SIDEWALK,0324,5,04B,22,3,23,5,0
HH392537,072XX S UNION AVE,1020,RESIDENCE,0732,17,09,3,4,24,5,0
HH392423,085XX S MUSKEGON AVE,041A,STREET,0423,7,04B,0,4,24,5,0
HH390168,102XX S HALSTED ST,033A,RESTAURANT,2232,34,03,0,3,23,5,0
HH391295,086XX S WALLACE ST,051A,STREET,2223,21,04A,15,3,23,5,0
HH381076,061XX S MAY ST,041B,STREET,0712,16,04B,20,5,18,5,0
HH345900,004XX S WESTERN AVE,041A,CTA PLATFORM,1135,2,04B,21,3,2,5,0
HH391270,005XX S PULASKI RD,033A,GAS STATION,1132,24,03,14,3,23,5,0
HH391034,040XX W JACKSON BLVD,041A,SIDEWALK,1115,28,04B,13,3,23,5,0
HH487529,0000X E 111TH ST,031A,ALLEY,0513,9,03,22,3,4,7,0
HH393378,040XX W LAKE ST,031A,SIDEWALK,1114,28,03,20,3,23,5,0
HH381401,041XX W MADISON ST,031A,RESTAURANT,1115,28,03,23,5,18,5,0
HH374372,011XX S ALBANY AVE,031A,STREET,1134,24,03,20,2,15,5,0
HH390993,050XX W JACKSON BLVD,041A,STREET,1533,28,04B,12,3,23,5,0
HH384360,071XX S CONSTANCE AVE,031A,RESIDENCE,0324,5,03,14,0,20,5,0
HH392194,039XX W FLOURNOY ST,031A,SIDEWALK,1132,24,03,20,3,23,5,0
HH392069,053XX W HIRSCH ST,031A,SIDEWALK,2532,37,03,20,3,23,5,0
HH393670,071XX S PULASKI RD,051A,PARKING LOT/GARAGE(NON.RESID.),0833,13,04A,15,4,24,5,0
HH393794,042XX N OAK PARK AVE,1025,HOSPITAL BUILDING/GROUNDS,1632,38,09,16,4,24,5,0
HH394836,048XX N ELSTON AVE,1020,VEHICLE-COMMERCIAL,1712,39,09,1,5,25,5,0
HH393318,020XX W VAN BUREN ST,031A,STREET,1211,2,03,12,4,24,5,0
HH394759,019XX N RUTHERFORD AVE,1020,VEHICLE NON-COMMERCIAL,2513,36,09,0,5,25,5,0
HH393165,013XX W WALTON ST,1754,RESIDENCE,1323,27,02,11,4,24,5,1
HH387878,0000X E 88TH ST,041A,STREET,0632,6,04B,23,1,21,5,0
HH394935,019XX W WASHINGTON BLVD,1025,CHA APARTMENT,1333,27,09,3,5,25,5,0
HH394841,018XX E 95TH ST,041A,GAS STATION,0413,8,04B,1,5,25,5,0
HH395008,019XX W CULLERTON ST,041A,VEHICLE NON-COMMERCIAL,1223,25,04B,4,5,25,5,0
HH393571,031XX W OGDEN AVE,031A,PARKING LOT/GARAGE(NON.RESID.),1022,24,03,14,4,24,5,0
HH394654,034XX N SPRINGFIELD AVE,031A,STREET,1732,30,03,22,4,24,5,0
HH393004,091XX S DR MARTIN LUTHER KING JR DR,031A,OTHER,0633,6,03,10,4,24,5,0
HH394643,070XX N CLARK ST,033A,SIDEWALK,2424,49,03,23,4,24,5,0
HH393424,061XX N KENMORE AVE,031A,OTHER,2433,48,03,13,4,24,5,0
HH394924,009XX W ROSCOE ST,031A,SIDEWALK,2331,44,03,2,5,25,5,0
HH394060,076XX S RHODES AVE,031A,STREET,0624,6,03,17,4,24,5,0
HH393594,031XX W 111TH ST,031A,SMALL RETAIL STORE,2211,19,03,14,4,24,5,0
HH247009,034XX W HURON ST,031A,STREET,1121,27,03,21,5,16,3,0
HH388802,001XX W 35TH ST,033A,CTA PLATFORM,0924,11,03,11,2,22,5,0
HH393526,002XX W PERSHING RD,031A,STREET,0925,3,03,14,4,24,5,0
HH390460,050XX S DAMEN AVE,031A,STREET,0915,16,03,21,2,22,5,0
HH490144,015XX W 95TH ST,033A,STREET,2221,21,03,23,4,5,7,0
HH394845,034XX N MOBILE AVE,1020,VEHICLE NON-COMMERCIAL,1633,36,09,1,5,25,5,0
HH394712,009XX E 104TH ST,031A,PARKING LOT/GARAGE(NON.RESID.),0512,9,03,23,4,24,5,0
HH489003,002XX S LAVERGNE AVE,041A,STREET,1533,28,04B,14,4,5,7,0
HH394440,014XX E 71ST ST,033A,CLEANING STORE,0324,5,03,20,4,24,5,0
HH394585,022XX S STATE ST,051A,CHA APARTMENT,0134,3,04A,22,4,24,5,0
HH395060,048XX S RACINE AVE,1020,VEHICLE NON-COMMERCIAL,0933,20,09,5,5,25,5,0
HH394609,115XX S CENTRAL PARK AVE,051A,ALLEY,2211,19,04A,22,4,24,5,0
HH384921,011XX W 62ND ST,041A,STREET,0712,16,04B,18,0,20,5,0
HH394656,026XX W GEORGE ST,041A,STREET,1411,1,04B,23,4,24,5,0
HH394871,053XX S CHRISTIANA AVE,041A,STREET,0822,14,04B,2,5,25,5,0
HH392919,031XX W 60TH ST,051A,RESIDENCE,0823,16,04A,9,4,24,5,0
HH490538,035XX W NORTH AVE,033A,SIDEWALK,1422,26,03,6,5,6,7,0
HH392143,034XX W 61ST ST,051A,STREET,0823,16,04A,21,3,23,5,0
HH386171,042XX W 79TH ST,051A,STREET,0834,13,04A,10,1,21,5,0
HH392839,054XX S LAKE PARK AVE,031A,VEHICLE-COMMERCIAL,2132,4,03,9,4,24,5,0
HH393714,047XX W NORTH AVE,031A,SMALL RETAIL STORE,2533,37,03,16,4,24,5,0
HH392175,042XX W CRYSTAL ST,031A,APARTMENT,2534,37,03,21,3,23,5,0
HH485949,041XX W NORTH AVE,051A,STREET,2534,30,04A,2,3,4,7,0
HH396154,011XX W DIVERSEY PKWY,031A,SMALL RETAIL STORE,1933,32,03,17,5,25,5,0
HH395662,078XX S COLFAX AVE,051A,RESIDENCE,0421,7,04A,13,5,25,5,0
HH395898,095XX S CLYDE AVE,051A,STREET,0431,7,04A,14,5,25,5,0
HH392337,013XX S SPRINGFIELD AVE,031A,STREET,1011,24,03,16,3,23,5,0
HH396373,019XX E 95TH ST,051A,OTHER,0431,7,04A,19,5,25,5,0
HH397166,048XX W PALMER ST,1020,VEHICLE NON-COMMERCIAL,2522,31,09,5,6,26,5,0
HH397148,053XX W DIVERSEY AVE,1020,VEHICLE-COMMERCIAL,2514,31,09,4,6,26,5,0
HH394956,008XX E 79TH ST,031A,RESTAURANT,0624,8,03,3,5,25,5,0
HH396471,047XX N DRAKE AVE,031A,SIDEWALK,1723,33,03,20,5,25,5,0
HH392289,034XX W DOUGLAS BLVD,031A,SIDEWALK,1021,24,03,22,3,23,5,0
HH396916,011XX N MILWAUKEE AVE,051A,STREET,1323,27,04A,1,6,26,5,0
HH396975,084XX S BURNHAM AVE,041A,STREET,0423,7,04B,2,6,26,5,0
HH485988,076XX S STEWART AVE,041A,GAS STATION,0623,17,04B,3,3,4,7,0
HH396751,050XX W 50TH ST,041A,STREET,0814,23,04B,22,5,25,5,0
HH397077,079XX S HALSTED ST,041A,BAR OR TAVERN,0621,17,04B,3,6,26,5,0
HH396608,021XX S FAIRFIELD AVE,041A,ALLEY,1023,28,04B,22,5,25,5,0
HH395711,052XX S LAKE PARK AVE,1020,PARKING LOT/GARAGE(NON.RESID.),2132,4,09,12,5,25,5,0
HH392508,024XX N MILWAUKEE AVE,031A,STREET,1414,35,03,23,3,23,5,0
HH397168,012XX W TAYLOR ST,051A,CHA APARTMENT,1213,2,04A,2,6,26,5,0
HH396153,021XX N FREMONT ST,051A,STREET,1812,43,04A,16,5,25,5,0
HH395630,083XX S CARPENTER ST,051A,STREET,0613,21,04A,12,5,25,5,0
HH395917,006XX E 100TH PL,1754,RESIDENCE,0511,9,02,0,2,24,4,1
HH395118,013XX N CLARK ST,041B,STREET,1821,42,04B,3,5,25,5,0
HH396977,019XX N KIMBALL AVE,1090,RESIDENCE-GARAGE,1422,35,09,2,6,26,5,0
HH397046,019XX N KIMBALL AVE,041A,ALLEY,1422,35,04B,3,6,26,5,0
HH394553,056XX S KEDZIE AVE,041A,STREET,0822,14,04B,22,4,24,5,0
HH392441,068XX S WESTERN AVE,041B,STREET,0832,17,04B,2,3,23,5,0
HH396619,017XX N TROY ST,1020,VEHICLE NON-COMMERCIAL,1421,26,09,21,5,25,5,0
HH489059,036XX S SACRAMENTO AVE,051A,STREET,0913,12,04A,15,4,5,7,0
HH392773,047XX S PRAIRIE AVE,051A,RESIDENCE PORCH/HALLWAY,0224,3,04A,8,4,24,5,0
HH396861,104XX S PRAIRIE AVE,031A,ALLEY,0512,9,03,0,6,26,5,0
HH396852,102XX S EBERHART AVE,031A,SIDEWALK,0511,9,03,0,6,26,5,0
HH395709,034XX S DR MARTIN LUTHER KING JR DR,033B,STREET,2112,2,03,13,5,25,5,0
HH397058,021XX N MAPLEWOOD AVE,031A,SIDEWALK,1431,1,03,3,6,26,5,0
HH396328,067XX S CLYDE AVE,031A,STREET,0331,5,03,17,5,25,5,0
HH395830,039XX S LAKE PARK AVE,033A,PARK PROPERTY,2122,4,03,14,5,25,5,0
HH395135,119XX S LA SALLE ST,031A,STREET,0522,9,03,8,5,25,5,0
HH395761,110XX S VERNON AVE,041A,STREET,0513,9,04B,14,5,25,5,0
HH386277,060XX S DR MARTIN LUTHER KING JR DR,031A,STREET,0311,20,03,9,1,21,5,0
HH392336,048XX W HUBBARD ST,041B,STREET,1532,28,04B,23,3,23,5,0
HH491701,017XX W 79TH ST,031A,GROCERY FOOD STORE,0611,21,03,18,5,6,7,0
HH378105,053XX W HARRISON ST,031A,SIDEWALK,1522,29,03,13,4,17,5,0
HH395004,122XX S ADA ST,041A,RESIDENCE,0524,34,04B,4,5,25,5,0
HH394778,024XX N MARMORA AVE,041A,STREET,2515,29,04B,0,5,25,5,0
HH394667,024XX N LOCKWOOD AVE,041A,VEHICLE NON-COMMERCIAL,2515,31,04B,22,4,24,5,0
HH394565,050XX W POTOMAC AVE,041A,RESIDENCE,2533,37,04B,22,4,24,5,0
HH398399,017XX W 18TH ST,051A,STREET,1223,25,04A,20,6,26,5,0
HH399016,030XX W MADISON ST,031A,STREET,1331,2,03,3,0,27,5,0
HH398813,014XX W CORTEZ ST,041A,ALLEY,1323,27,04B,0,0,27,5,0
HH398831,078XX S CLYDE AVE,031A,ALLEY,0414,8,03,0,0,27,5,0
HH397173,033XX W BELMONT AVE,031A,CTA PLATFORM,1412,35,03,5,6,26,5,0
HH398534,024XX S WESTERN AVE,051A,STREET,1034,25,04A,21,6,26,5,0
HH265714,049XX W WELLINGTON AVE,031A,STREET,2521,31,03,8,1,26,3,0
HH398624,105XX S OGLESBY AVE,031A,STREET,0434,10,03,22,6,26,5,0
HH397010,051XX W HURON ST,031A,STREET,1532,28,03,2,6,26,5,0
HH398764,001XX N LAMON AVE,041A,STREET,1532,28,04B,0,0,27,5,0
HH397264,019XX S TRUMBULL AVE,031A,STREET,1024,24,03,7,6,26,5,0
HH397738,032XX S HAMLIN AVE,031A,ALLEY,1031,22,03,13,6,26,5,0
HH398457,005XX W 127TH ST,041A,STREET,0523,9,04B,20,6,26,5,0
HH396867,070XX N PAULINA ST,051A,RESIDENCE,2423,49,04A,0,6,26,5,0
HH397695,002XX E 103RD ST,031A,RESTAURANT,0511,9,03,12,6,26,5,0
HH399052,079XX S RICHMOND ST,1020,RESIDENCE-GARAGE,0835,18,09,4,0,27,5,0
HH384211,010XX E 47TH ST,051A,ALLEY,2124,4,04A,12,0,20,5,0
HH397476,001XX W 127TH ST,051A,GAS STATION,0523,9,04A,11,6,26,5,0
HH397845,051XX S PULASKI RD,051A,SMALL RETAIL STORE,0815,23,04A,12,6,26,5,0
HH395869,074XX S VERNON AVE,031A,SIDEWALK,0323,6,03,14,5,25,5,0
HH398960,067XX S ARTESIAN AVE,041A,STREET,0832,15,04B,2,0,27,5,0
HH398722,102XX S HOXIE AVE,041A,RESIDENCE PORCH/HALLWAY,0431,10,04B,23,6,26,5,0
HH395312,071XX S RIDGELAND AVE,031A,RESIDENCE,0324,5,03,2,5,25,5,0
HH398607,049XX W 45TH ST,041A,CHA PARKING LOT/GROUNDS,0814,23,04B,22,6,26,5,0
HH377171,005XX E MARQUETTE RD,031A,SIDEWALK,0321,20,03,23,3,16,5,0
HH396826,065XX S DR MARTIN LUTHER KING JR DR,031A,STREET,0312,20,03,0,6,26,5,0
HH396663,055XX S ARCHER AVE,041A,PARKING LOT/GARAGE(NON.RESID.),0814,23,04B,22,5,25,5,0
HH397012,008XX N SEDGWICK ST,051A,STREET,1823,27,04A,1,6,26,5,0
HH399071,024XX E 74TH ST,051A,STREET,0334,7,04A,5,0,27,5,0
HH398776,111XX S STATE ST,051A,STREET,0522,34,04A,0,0,27,5,0
HH397460,062XX S WOODLAWN AVE,031A,SIDEWALK,0314,20,03,14,3,23,5,0
HH396860,090XX S WESTERN AVE,051A,STREET,2221,19,04A,23,5,25,5,0
HH398941,114XX S ELIZABETH ST,041A,STREET,2234,34,04B,1,0,27,5,0
HH400735,008XX W 50TH ST,1020,RESIDENCE,0921,3,09,23,0,27,5,0
HH400933,063XX S LAFLIN ST,1090,VEHICLE NON-COMMERCIAL,0725,16,09,2,1,28,5,0
HH399217,031XX N HONORE ST,031A,SIDEWALK,1931,32,03,8,0,27,5,0
HH396207,0000X N WESTERN AVE,031A,GAS STATION,1332,2,03,17,5,25,5,0
HH400951,078XX S ELLIS AVE,1020,VEHICLE NON-COMMERCIAL,0624,8,09,3,1,28,5,0
HH388747,005XX E 79TH ST,031A,OTHER,0624,6,03,10,2,22,5,0
HH399222,079XX S OGLESBY AVE,051A,STREET,0414,7,04A,8,0,27,5,0
HH400807,078XX S CONSTANCE AVE,041A,STREET,0414,8,04B,0,1,28,5,0
HH397874,009XX W ADDISON ST,031A,STREET,2331,44,03,2,6,26,5,0
HH400978,102XX S BENSLEY AVE,1020,RESIDENCE-GARAGE,0431,10,09,4,1,28,5,0
HH400054,031XX W REDFIELD DR,041A,PARK PROPERTY,0831,18,04B,16,0,27,5,0
HH399696,053XX S BISHOP ST,041A,OTHER,0933,16,04B,14,0,27,5,0
HH400869,050XX S LAFLIN ST,041A,STREET,0931,16,04B,1,1,28,5,0
HH400311,046XX S UNION AVE,051A,STREET,0935,11,04A,20,0,27,5,0
HH400286,043XX S CALIFORNIA AVE,041A,RESIDENCE,0912,12,04B,19,0,27,5,0
HH400881,120XX S NORMAL AVE,041A,SIDEWALK,0523,34,04B,1,1,28,5,0
HH398855,011XX S ST LOUIS AVE,051A,STREET,1133,24,04A,23,6,26,5,0
HH397984,066XX S MINERVA AVE,031A,APARTMENT,0321,5,03,15,6,26,5,0
HH400989,131XX S RHODES AVE,1020,RESIDENCE,0533,9,09,4,1,28,5,0
HH396691,113XX S STATE ST,051A,SIDEWALK,0522,34,04A,22,5,25,5,0
HH395318,013XX S CALIFORNIA BLVD,031A,STREET,1022,24,03,9,5,25,5,0
HH396335,017XX E 75TH ST,031A,STREET,0324,8,03,17,5,25,5,0
HH397144,037XX S PARNELL AVE,051A,STREET,0925,11,04A,4,6,26,5,0
HH396192,042XX W VAN BUREN ST,051A,STREET,1132,24,04A,17,5,25,5,0
HH380230,008XX W 70TH ST,041A,STREET,0733,17,04B,12,5,18,5,0
HH399515,062XX S MICHIGAN AVE,041B,STREET,0311,20,04B,11,0,27,5,0
HH392683,003XX S MICHIGAN AVE,031A,STREET,0123,2,03,21,3,23,5,0
HH399036,071XX S GREENWOOD AVE,051A,RESIDENCE,0324,5,04A,3,0,27,5,0
HH381463,070XX S EMERALD AVE,041A,STREET,0732,6,04B,23,5,18,5,0
HH396802,024XX W 24TH PL,041A,RESIDENCE PORCH/HALLWAY,1034,25,04B,23,5,25,5,0
HH399469,102XX S LA SALLE ST,051B,STREET,0511,9,04A,11,0,27,5,0
HH398427,067XX S BLACKSTONE AVE,051A,STREET,0332,5,04A,23,6,26,5,0
HH398687,037XX W 26TH ST,041A,APARTMENT,1013,22,04B,23,6,26,5,0
HH382102,070XX S YALE AVE,051A,STREET,0731,6,04A,12,6,19,5,0
HH388512,052XX S CARPENTER ST,031A,STREET,0934,16,03,11,2,22,5,0
HH393450,017XX W 51ST ST,031A,SMALL RETAIL STORE,0931,16,03,14,4,24,5,0
HH399349,076XX S ESSEX AVE,051A,RESIDENCE,0421,7,04A,10,0,27,5,0
HH397760,035XX S WASHTENAW AVE,031A,SIDEWALK,0913,12,03,13,6,26,5,0
HH374173,003XX S WESTERN AVE,041A,OTHER,1125,2,04B,17,2,15,5,0
HH396733,046XX S LANGLEY AVE,041A,VEHICLE NON-COMMERCIAL,0222,4,04B,23,5,25,5,0
HH396980,005XX E 43RD ST,051A,STREET,0213,4,04A,2,6,26,5,0
HH495731,028XX W ROOSEVELT RD,051A,STREET,1022,24,04A,15,0,8,7,0
HH397690,059XX S STATE ST,031A,STREET,0233,20,03,13,6,26,5,0
HH392967,021XX N LAWNDALE AVE,051A,STREET,2525,26,04A,9,4,24,5,0
HH396384,044XX W GLADYS AVE,051A,SIDEWALK,1131,24,04A,21,2,22,5,0
HH400336,003XX N HAMLIN AVE,041A,STREET,1122,27,04B,20,0,27,5,0
HH385767,064XX S HONORE ST,041A,STREET,0726,15,04B,3,1,21,5,0
HH391615,040XX W HARRISON ST,031A,SIDEWALK,1132,24,03,17,3,23,5,0
HH400892,0000X N MAYFIELD AVE,031A,ALLEY,1513,29,03,1,1,28,5,0
HH496119,023XX W 47TH ST,051A,STREET,0914,12,04A,16,0,8,7,0
HH400262,007XX N MAYFIELD AVE,031A,STREET,1511,29,03,19,0,27,5,0
HH400001,058XX W DIVISION ST,051A,STREET,2531,29,04A,17,0,27,5,0
HH397956,042XX W POTOMAC AVE,031A,STREET,2534,37,03,15,6,26,5,0
HH393559,052XX W FULLERTON AVE,031A,BANK,2515,37,03,14,4,24,5,0
HH398755,021XX N LATROBE AVE,041A,STREET,2515,37,04B,0,0,27,5,0
HH392480,013XX N KILDARE AVE,041A,STREET,2534,37,04B,1,4,24,5,0
HH486792,020XX W DIVERSEY PKWY,041A,STREET,1913,1,04B,2,3,4,7,0
HH403388,102XX S LAFAYETTE AVE,1090,RESIDENCE,0511,9,09,1,2,29,5,0
HH401525,051XX W 47TH ST,031A,RESTAURANT,0814,23,03,11,1,28,5,0
HH401752,047XX W 63RD ST,031A,TAVERN/LIQUOR STORE,0813,13,03,12,1,28,5,0
HH389922,014XX N HUMBOLDT DR,033A,PARK PROPERTY,1423,26,03,21,2,22,5,0
HH400695,031XX W LYNDALE ST,041A,SIDEWALK,1414,35,04B,23,0,27,5,0
HH403325,054XX N WINTHROP AVE,031A,SIDEWALK,2023,48,03,0,2,29,5,0
HH402779,056XX N MILWAUKEE AVE,031A,SMALL RETAIL STORE,1622,45,03,15,0,27,5,0
HH402327,080XX S ELLIS AVE,031A,STREET,0631,8,03,16,1,28,5,0
HH400777,012XX W ARGYLE ST,031A,STREET,2033,48,03,0,1,28,5,0
HH401754,018XX W 21ST PL,031A,ALLEY,1223,25,03,12,1,28,5,0
HH388275,095XX S LAFAYETTE AVE,051A,STREET,0511,21,04A,8,2,22,5,0
HH401398,052XX N LINCOLN AVE,031A,MEDICAL/DENTAL OFFICE,2011,40,03,9,1,28,5,0
HH398832,021XX W WASHINGTON BLVD,041A,CHA PARKING LOT/GROUNDS,1332,2,04B,0,0,27,5,0
HH403288,018XX S ALLPORT ST,041A,STREET,1222,25,04B,23,1,28,5,0
HH401569,027XX W FULLERTON AVE,031A,ALLEY,1431,1,03,11,1,28,5,0
HH399968,037XX W 26TH ST,041A,STREET,1031,22,04B,16,0,27,5,0
HH391853,032XX W BERTEAU AVE,041A,ALLEY,1724,33,04B,19,3,23,5,0
HH402089,002XX N KEDZIE AVE,031A,STREET,1123,28,03,15,1,28,5,0
HH396774,133XX S INDIANA AVE,031A,GROCERY FOOD STORE,0533,9,03,23,5,25,5,0
HH401978,109XX S RACINE AVE,041A,STREET,2234,34,04B,14,1,28,5,0
HH401225,012XX W 109TH ST,041A,STREET,2234,34,04B,1,1,28,5,0
HH402944,058XX N ST LOUIS AVE,041A,STREET,1711,39,04B,14,1,28,5,0
HH386370,067XX S DAMEN AVE,031A,GAS STATION,0726,15,03,10,1,21,5,0
HH396675,039XX W HARRISON ST,031A,RESTAURANT,1132,24,03,22,5,25,5,0
HH398915,004XX S PULASKI RD,031A,STREET,1132,24,03,1,0,27,5,0
HH396890,043XX W VAN BUREN ST,041A,SIDEWALK,1131,24,04B,0,6,26,5,0
HH395680,016XX N MONITOR AVE,051A,STREET,2531,29,04A,13,5,25,5,0
HH398432,042XX W MADISON ST,031A,SIDEWALK,1115,28,03,20,6,26,5,0
HH386728,065XX S PEORIA ST,041A,STREET,0723,16,04B,2,1,21,5,0
HH400038,006XX E 51ST ST,051A,STREET,0223,4,04A,16,0,27,5,0
HH392657,041XX W WASHINGTON BLVD,031A,STREET,1114,28,03,6,4,24,5,0
HH400498,045XX S CALUMET AVE,051A,SIDEWALK,0222,3,04A,21,0,27,5,0
HH386815,065XX S HERMITAGE AVE,031A,RESIDENCE,0725,15,03,16,6,19,5,0
HH386928,003XX W 58TH ST,041A,STREET,0711,20,04B,16,1,21,5,0
HH399618,007XX E 61ST ST,051B,RESIDENCE,0313,20,04A,13,0,27,5,0
HH400885,039XX W LEXINGTON ST,031A,OTHER COMMERCIAL TRANSPORTATION,1132,24,03,1,1,28,5,0
HH387093,060XX S WOOD ST,051A,STREET,0714,15,04A,17,1,21,5,0
HH387946,040XX W MADISON ST,031A,SIDEWALK,1115,28,03,1,2,22,5,0
HH396595,002XX N KOSTNER AVE,031A,SIDEWALK,1114,28,03,21,5,25,5,0
HH397954,003XX S WESTERN AVE,031A,CHA HALLWAY/STAIRWELL/ELEVATOR,1125,2,03,14,6,26,5,0
HH395094,037XX W HARRISON ST,031A,SIDEWALK,1133,24,03,7,5,25,5,0
HH400669,040XX W MADISON ST,031A,ALLEY,1115,28,03,22,0,27,5,0
HH405777,055XX W MONROE ST,1025,APARTMENT,1522,29,09,1,3,30,5,0
HH405640,020XX W NORTH AVE,031A,ALLEY,1424,1,03,23,2,29,5,0
HH404227,106XX S YATES AVE,051A,STREET,0434,10,04A,12,4,24,5,0
HH405525,011XX N ASHLAND AVE,041A,PARKING LOT/GARAGE(NON.RESID.),1322,1,04B,22,2,29,5,0
